patent_id,title,abstract,cpc_code,text
FH0200437,"A valve system for mixing two pressurized liquids, A and B, in varying proportions ranging from 0% l","A valve system for mixing two pressurized liquids, A and B, in varying proportions ranging from 0% liquid A, 100% liquid B to 100% liquid A, 0% liquid B comprises two liquid inlet passages, a mixture outlet passage, and a spool valve disposed therebetween for directing the desired proportions of liquid to the outlet passage. The liquid proportions are adjusted by rotating the spool valve between two predetermined stops thereby allowing incoming fluids to flow at different rates into offset bores extending through the spool valve. Such a valve system is useful in vehicle and aircraft cleaning systems wherein one liquid comprises a soap solution and the other comprises water.",H02S,"A valve system for mixing two pressurized liquids, A and B, in varying proportions ranging from 0% l. A valve system for mixing two pressurized liquids, A and B, in varying proportions ranging from 0% liquid A, 100% liquid B to 100% liquid A, 0% liquid B comprises two liquid inlet passages, a mixture outlet passage, and a spool valve disposed therebetween for directing the desired proportions of liquid to the outlet passage. The liquid proportions are adjusted by rotating the spool valve between two predetermined stops thereby allowing incoming fluids to flow at different rates into offset bores extending through the spool valve. Such a valve system is useful in vehicle and aircraft cleaning systems wherein one liquid comprises a soap solution and the other comprises water."
FH0200438,"A method and an arrangement for compressing gas in a compressor station for a gas pipeline, especial","A method and an arrangement for compressing gas in a compressor station for a gas pipeline, especially in areas of permanent frost, wherein the gas is supplied in the gas pipeline to the compressor station at an entry pressure and the gas is returned to the pipeline for further transportation in the pipeline at a desired exit temperature and at an exit pressure which is higher than the entry pressure. The gas is initially compressed at least during individual time intervals to an excess pressure which is substantially higher than the desired exit pressure. The compressed gas is then cooled by heat exchange to a temperature above the desired exit temperature. Finally, the gas is further cooled to the desired exit temperature by expanding the gas from the excess pressure to the exit pressure.",H02S,"A method and an arrangement for compressing gas in a compressor station for a gas pipeline, especial. A method and an arrangement for compressing gas in a compressor station for a gas pipeline, especially in areas of permanent frost, wherein the gas is supplied in the gas pipeline to the compressor station at an entry pressure and the gas is returned to the pipeline for further transportation in the pipeline at a desired exit temperature and at an exit pressure which is higher than the entry pressure. The gas is initially compressed at least during individual time intervals to an excess pressure which is substantially higher than the desired exit pressure. The compressed gas is then cooled by heat exchange to a temperature above the desired exit temperature. Finally, the gas is further cooled to the desired exit temperature by expanding the gas from the excess pressure to the exit pressure."
FH0200439,A mounting system for mounting a rotary member to a stationary member,"A mounting system for mounting a rotary member to a stationary member. The mounting system includes a carrier adapted to engage the rotary member, wherein the carrier includes a mounting leg portion which terminates into a pair of resilient leg portions. The carrier may also further include a spring member adapted to engage a first surface of the stationary member. At least one of the legs in the pair of resilient leg portions includes a turned-out portion adapted to engage a second surface of said stationary member.",H02S,"A mounting system for mounting a rotary member to a stationary member. A mounting system for mounting a rotary member to a stationary member. The mounting system includes a carrier adapted to engage the rotary member, wherein the carrier includes a mounting leg portion which terminates into a pair of resilient leg portions. The carrier may also further include a spring member adapted to engage a first surface of the stationary member. At least one of the legs in the pair of resilient leg portions includes a turned-out portion adapted to engage a second surface of said stationary member."
FH0200440,A damped instrument kinematic mount providing novel damping features to protect instruments from dam,"A damped instrument kinematic mount providing novel damping features to protect instruments from damaging flight loads. The mounting scheme utilizes any number of identical strut elements to greatly reduce manufacturing complexity and costs. Improved kinematic mount performance is achieved by arranging the six strut configuration to approximately uncouple the mount suspension modes. A spherical joint damper is located at strut flexure locations and utilizes a viscoelastic damping material that deforms in shear. Alternatively, cylindrical slot mount dampers are placed at strut flexure locations. The cylindrical slot mount dampers use o-rings or washers placed within the slotted machined mount bar stock. The kinematic mounts can then be arranged in a classical truss arrangement pattern or other configuration providing desired damping characteristics.",H02S,"A damped instrument kinematic mount providing novel damping features to protect instruments from dam. A damped instrument kinematic mount providing novel damping features to protect instruments from damaging flight loads. The mounting scheme utilizes any number of identical strut elements to greatly reduce manufacturing complexity and costs. Improved kinematic mount performance is achieved by arranging the six strut configuration to approximately uncouple the mount suspension modes. A spherical joint damper is located at strut flexure locations and utilizes a viscoelastic damping material that deforms in shear. Alternatively, cylindrical slot mount dampers are placed at strut flexure locations. The cylindrical slot mount dampers use o-rings or washers placed within the slotted machined mount bar stock. The kinematic mounts can then be arranged in a classical truss arrangement pattern or other configuration providing desired damping characteristics."
FH0200441,A clutch unit especially adapted for accurately controlling the transmission of high rotary forces w,"A clutch unit especially adapted for accurately controlling the transmission of high rotary forces with minimum residual drag. A servo control valve supplied with hydraulic fluid by a pump controls a first stage fluid amplifier supplied by a separate pump, this amplifier in turn controlling a second stage amplifier supplied by a third pump. The second stage amplifier supplies main and auxiliary inlet ports of the clutch unit. The oil shear type clutch has a plurality of interleaved plates and discs. Separate piston and cylinder means is provided for actuating the plates for each clutch disc by means of the main fluid supply, the pressure of which is varied in accordance with input signals to the servo control valve. The auxiliary supply to the clutch acts both to retract the piston and cylinder means, thus separating the plates and discs with a minimum of residual drag, and as a cooling medium. The clutch discs are segmented so as to permit economical fabrication in spite of the large size of the clutch, with the disc segments being mounted as to permit convenient replacement without requiring complete disassembly of the unit.",H02S,"A clutch unit especially adapted for accurately controlling the transmission of high rotary forces w. A clutch unit especially adapted for accurately controlling the transmission of high rotary forces with minimum residual drag. A servo control valve supplied with hydraulic fluid by a pump controls a first stage fluid amplifier supplied by a separate pump, this amplifier in turn controlling a second stage amplifier supplied by a third pump. The second stage amplifier supplies main and auxiliary inlet ports of the clutch unit. The oil shear type clutch has a plurality of interleaved plates and discs. Separate piston and cylinder means is provided for actuating the plates for each clutch disc by means of the main fluid supply, the pressure of which is varied in accordance with input signals to the servo control valve. The auxiliary supply to the clutch acts both to retract the piston and cylinder means, thus separating the plates and discs with a minimum of residual drag, and as a cooling medium. The clutch discs are segmented so as to permit economical fabrication in spite of the large size of the clutch, with the disc segments being mounted as to permit convenient replacement without requiring complete disassembly of the unit."
FH0200442,Downstream expansion cylinders are associated with a combustion cylinder such that an overall surfac,"Downstream expansion cylinders are associated with a combustion cylinder such that an overall surface area and displacement volume of the expansion cylinder is sufficient to lower the temperature of fluids associated with the combined engine to such an extent that a radiator can be eliminated in an associated vehicle, or other system. In a separate feature, a catalytic material is placed on surfaces which will “see” the hot exhaust gases such that catalytic conversion of impurities in the gases can be achieved within the engine itself. In yet another feature, water is recovered from a system having both a water injection expansion cylinder, and a combustion cylinder, and the recovered water is re-used for the expansion. In yet another feature, gearing is provided between the expansion cylinder and a combustion cylinder such that the output of the combined engine is optimized, and the two cylinders do not drive the crankshafts in a one-to-one fashion. In another feature the combustion cylinder&#39;s ignition timing is delayed (retarded) to manage thermal control of said combustion cylinder between it and a subsequent expansion cylinder or cylinders.",H02S,"Downstream expansion cylinders are associated with a combustion cylinder such that an overall surfac. Downstream expansion cylinders are associated with a combustion cylinder such that an overall surface area and displacement volume of the expansion cylinder is sufficient to lower the temperature of fluids associated with the combined engine to such an extent that a radiator can be eliminated in an associated vehicle, or other system. In a separate feature, a catalytic material is placed on surfaces which will “see” the hot exhaust gases such that catalytic conversion of impurities in the gases can be achieved within the engine itself. In yet another feature, water is recovered from a system having both a water injection expansion cylinder, and a combustion cylinder, and the recovered water is re-used for the expansion. In yet another feature, gearing is provided between the expansion cylinder and a combustion cylinder such that the output of the combined engine is optimized, and the two cylinders do not drive the crankshafts in a one-to-one fashion. In another feature the combustion cylinder&#39;s ignition timing is delayed (retarded) to manage thermal control of said combustion cylinder between it and a subsequent expansion cylinder or cylinders."
FH0200443,"A two-cycle engine having a crank shaft, a main transmission shaft and a balancer shaft in order to","A two-cycle engine having a crank shaft, a main transmission shaft and a balancer shaft in order to lower the center of gravity and to improve lead valve layout is provided with a casing structure containing an intake passage formed integrally with a crank chamber and a transmission chamber and wherein the intake passage is located in a portion of the casing above the axes of the crank shaft and the main shaft and the balancer shaft is located below such axes.",H02S,"A two-cycle engine having a crank shaft, a main transmission shaft and a balancer shaft in order to. A two-cycle engine having a crank shaft, a main transmission shaft and a balancer shaft in order to lower the center of gravity and to improve lead valve layout is provided with a casing structure containing an intake passage formed integrally with a crank chamber and a transmission chamber and wherein the intake passage is located in a portion of the casing above the axes of the crank shaft and the main shaft and the balancer shaft is located below such axes."
FH0200444,A method of forming a steel part is provided,"A method of forming a steel part is provided. The method includes the steps of coating a first steel plate to obtain a first precoat upon the first steel plate so as to define a first base, a first intermetallic alloy layer on the first base and a first metal alloy layer on the first intermetallic alloy layer. On a first face of the first steel plate the first metal alloy layer is removed in a first area of the first steel plate, while at least part of the first intermetallic alloy layer in the first area remains. A second steel plate is coated to obtain a second precoat upon the second steel plate so as to define a second base, a second intermetallic alloy layer on the second base and a second metal alloy layer on the second intermetallic alloy layer. On a second face of the second steel plate, the second metal alloy layer is removed in a second area of the second metal plate, while at least part of the second intermetallic alloy layer in the second area remains. After removal of the first and second metal alloy layers, the first steel plate is butt-welded to the second steel plate at the first and second areas to form a welded blank. A heat treatment is performed on the welded blank. The welded blank is shaped after the heat treatment into the steel part. A steel part is also provided.",H02S,"A method of forming a steel part is provided. A method of forming a steel part is provided. The method includes the steps of coating a first steel plate to obtain a first precoat upon the first steel plate so as to define a first base, a first intermetallic alloy layer on the first base and a first metal alloy layer on the first intermetallic alloy layer. On a first face of the first steel plate the first metal alloy layer is removed in a first area of the first steel plate, while at least part of the first intermetallic alloy layer in the first area remains. A second steel plate is coated to obtain a second precoat upon the second steel plate so as to define a second base, a second intermetallic alloy layer on the second base and a second metal alloy layer on the second intermetallic alloy layer. On a second face of the second steel plate, the second metal alloy layer is removed in a second area of the second metal plate, while at least part of the second intermetallic alloy layer in the second area remains. After removal of the first and second metal alloy layers, the first steel plate is butt-welded to the second steel plate at the first and second areas to form a welded blank. A heat treatment is performed on the welded blank. The welded blank is shaped after the heat treatment into the steel part. A steel part is also provided."
FH0200445,A recuperator for heat exchange between two flow media of dissimilar temperatures is formed by a hou,"A recuperator for heat exchange between two flow media of dissimilar temperatures is formed by a housing containing the flow of a first of the two flow media and a plurality of essentially parallel slidably supported tubes containing the flow of the second flow medium. The tubes are made of a highly heat resistant material, such as ceramic material, and are biased at one end by an expansion pressure device that acts upon flow deflection connectors at the one end of the tubes. In one preferred embodiment, the expansion pressure means utilizes spring force, while in other preferred embodiments, the expansion pressure device uses a compressible medium for applying the biasing force.",H02S,"A recuperator for heat exchange between two flow media of dissimilar temperatures is formed by a hou. A recuperator for heat exchange between two flow media of dissimilar temperatures is formed by a housing containing the flow of a first of the two flow media and a plurality of essentially parallel slidably supported tubes containing the flow of the second flow medium. The tubes are made of a highly heat resistant material, such as ceramic material, and are biased at one end by an expansion pressure device that acts upon flow deflection connectors at the one end of the tubes. In one preferred embodiment, the expansion pressure means utilizes spring force, while in other preferred embodiments, the expansion pressure device uses a compressible medium for applying the biasing force."
FH0200446,A Supervisory Control And Data Acquisition (SCADA) system guides navigation of a vessel enabled to e,"A Supervisory Control And Data Acquisition (SCADA) system guides navigation of a vessel enabled to extract energy from wind and/or water currents primarily in offshore marine environments. An exemplary SCADA system could embody server and client software applications running on microprocessor systems at a remote control central service logging and energy distribution facility, and the vessel itself. The remote control service facility runs Human Machine Interface (HMI) software in the form of a Graphical User Interface (GUI) allowing choices to maximize system performance. The central server accesses information to control vessel position based on transmitted Global Position Satellite (GPS) data from the vessel, and weather information from the Geographic Information System (GIS) provided by multiple spatial temporal data sources. A server-side optimization algorithm fed the parameters delivered from vessel aerodynamic/hydrodynamic performance simulation software models, the vessel onboard sensor data, and integrated real-time weather and environmental data determines an optimal navigation through weather systems and presents choices to the HMI.",H02S,"A Supervisory Control And Data Acquisition (SCADA) system guides navigation of a vessel enabled to e. A Supervisory Control And Data Acquisition (SCADA) system guides navigation of a vessel enabled to extract energy from wind and/or water currents primarily in offshore marine environments. An exemplary SCADA system could embody server and client software applications running on microprocessor systems at a remote control central service logging and energy distribution facility, and the vessel itself. The remote control service facility runs Human Machine Interface (HMI) software in the form of a Graphical User Interface (GUI) allowing choices to maximize system performance. The central server accesses information to control vessel position based on transmitted Global Position Satellite (GPS) data from the vessel, and weather information from the Geographic Information System (GIS) provided by multiple spatial temporal data sources. A server-side optimization algorithm fed the parameters delivered from vessel aerodynamic/hydrodynamic performance simulation software models, the vessel onboard sensor data, and integrated real-time weather and environmental data determines an optimal navigation through weather systems and presents choices to the HMI."
FH0200447,Apparatus for monitoring the working stroke of a hydraulic ram 1 includes an indicator 3 having a ho,Apparatus for monitoring the working stroke of a hydraulic ram 1 includes an indicator 3 having a housing 24 containing a tubular measuring chamber 25 connected to the hydraulic ram by a hydraulic line 2. The tubular measuring chamber is transparent on at least one side for the observation of the level of hydraulic fluid contained therein. The lower end of the tubular measuring chamber is connected to the hydraulic line leading to the hydraulic ram. The upper end of the tubular measuring chamber is closed by an air-permeable but dust-impermeable member 28.,H02S,Apparatus for monitoring the working stroke of a hydraulic ram 1 includes an indicator 3 having a ho. Apparatus for monitoring the working stroke of a hydraulic ram 1 includes an indicator 3 having a housing 24 containing a tubular measuring chamber 25 connected to the hydraulic ram by a hydraulic line 2. The tubular measuring chamber is transparent on at least one side for the observation of the level of hydraulic fluid contained therein. The lower end of the tubular measuring chamber is connected to the hydraulic line leading to the hydraulic ram. The upper end of the tubular measuring chamber is closed by an air-permeable but dust-impermeable member 28.
FH0200448,A field replaceable wing nut having an arcuate body and an arcuate insert is disclosed,A field replaceable wing nut having an arcuate body and an arcuate insert is disclosed. The wing nut is designed to replace an existing wing nut which has deformed or non-useable lugs on a hammer union connection. The wing nut has accurate alignment of the mounting threads using an alignment attachment device. Replacing the wing nut in the field does not require any special equipment or training. Each wing nut is designed for a particular pipe diameter.,H02S,A field replaceable wing nut having an arcuate body and an arcuate insert is disclosed. A field replaceable wing nut having an arcuate body and an arcuate insert is disclosed. The wing nut is designed to replace an existing wing nut which has deformed or non-useable lugs on a hammer union connection. The wing nut has accurate alignment of the mounting threads using an alignment attachment device. Replacing the wing nut in the field does not require any special equipment or training. Each wing nut is designed for a particular pipe diameter.
FH0200449,The invention concerns a device making it possible to firstly limit the dynamic or static force appl,"The invention concerns a device making it possible to firstly limit the dynamic or static force applied to a linear electric jack with a reversible screw/nut system, and secondly translation-disengage the screw of the jack. This device is formed of an element (2) integral with the screw (7) of the jack and an element (1) integral with the activated load and interconnected by a friction system (3). The force applied on the screw (7) tends to make the latter rotate inside the screw (8) of the jack. This rotation is stopped by the friction system (3) until the latter slides and separates the elements (1) and (2). The screw (7) then rotates with respect to the element (1) which limits the force. The replacement of the friction element (3) by a coupling makes it possible to externally control the rotation and translation of the screw (7). The end of travel stops (13) secured to the screw (7) rotate with this screw whilst retaining their characteristics.",H02S,"The invention concerns a device making it possible to firstly limit the dynamic or static force appl. The invention concerns a device making it possible to firstly limit the dynamic or static force applied to a linear electric jack with a reversible screw/nut system, and secondly translation-disengage the screw of the jack. This device is formed of an element (2) integral with the screw (7) of the jack and an element (1) integral with the activated load and interconnected by a friction system (3). The force applied on the screw (7) tends to make the latter rotate inside the screw (8) of the jack. This rotation is stopped by the friction system (3) until the latter slides and separates the elements (1) and (2). The screw (7) then rotates with respect to the element (1) which limits the force. The replacement of the friction element (3) by a coupling makes it possible to externally control the rotation and translation of the screw (7). The end of travel stops (13) secured to the screw (7) rotate with this screw whilst retaining their characteristics."
FH0200450,A rolling element guide cage having a ring element which is made from a sheet material and has an ax,"A rolling element guide cage having a ring element which is made from a sheet material and has an axial profiling produced using forming techniques and forms a plurality of successive rolling element guide structures in the circumferential direction. The ring element is composed of at least two flat material ring segments joined to one another successively in the circumferential direction, said segments being joined together in a manufacturing step which precedes the formation of the axial profiling.",H02S,"A rolling element guide cage having a ring element which is made from a sheet material and has an ax. A rolling element guide cage having a ring element which is made from a sheet material and has an axial profiling produced using forming techniques and forms a plurality of successive rolling element guide structures in the circumferential direction. The ring element is composed of at least two flat material ring segments joined to one another successively in the circumferential direction, said segments being joined together in a manufacturing step which precedes the formation of the axial profiling."
FH0200451,"In one embodiment, a beverage container comprises a vessel having an interior that is adapted to hol","In one embodiment, a beverage container comprises a vessel having an interior that is adapted to hold a beverage. The vessel has a closed bottom end and an open top end. The bottom defines a cavity that is fluidly filled from the interior of the vessel. A cooling element is configured to fit within the cavity. A base comprises a bottom member and a stem extending vertically upward from the bottom member. The base includes a connector that is configured to be coupled to the bottom end of the vessel and to enclose the cooling element within the cavity.",H02S,"In one embodiment, a beverage container comprises a vessel having an interior that is adapted to hol. In one embodiment, a beverage container comprises a vessel having an interior that is adapted to hold a beverage. The vessel has a closed bottom end and an open top end. The bottom defines a cavity that is fluidly filled from the interior of the vessel. A cooling element is configured to fit within the cavity. A base comprises a bottom member and a stem extending vertically upward from the bottom member. The base includes a connector that is configured to be coupled to the bottom end of the vessel and to enclose the cooling element within the cavity."
FH0200452,The present invention relates to a two stage venturi for a catalytic burner wherein a large exit ape,"The present invention relates to a two stage venturi for a catalytic burner wherein a large exit aperture size and a small air entrainment opening are used to provide a low velocity, rich fuel/air mixture for the pre-heating process followed by a small exit aperture size and a large air entrainment opening to provide a high velocity, lean fuel/air mixture for the catalytic combustion process. Concentric rotating sleeves are used to vary the size of the exit apertures and the air entrainment openings.",H02S,"The present invention relates to a two stage venturi for a catalytic burner wherein a large exit ape. The present invention relates to a two stage venturi for a catalytic burner wherein a large exit aperture size and a small air entrainment opening are used to provide a low velocity, rich fuel/air mixture for the pre-heating process followed by a small exit aperture size and a large air entrainment opening to provide a high velocity, lean fuel/air mixture for the catalytic combustion process. Concentric rotating sleeves are used to vary the size of the exit apertures and the air entrainment openings."
FH0200453,A rotor blade for a wind turbine includes a surface having a plurality of aerodynamics feature eleme,A rotor blade for a wind turbine includes a surface having a plurality of aerodynamics feature elements formed therein. The elements for influencing an airflow at the surface during operation of the wind turbine and arrayed in a two dimensional pattern.,H02S,A rotor blade for a wind turbine includes a surface having a plurality of aerodynamics feature eleme. A rotor blade for a wind turbine includes a surface having a plurality of aerodynamics feature elements formed therein. The elements for influencing an airflow at the surface during operation of the wind turbine and arrayed in a two dimensional pattern.
FH0200454,An apparatus for ascertaining open- and closed-loop control variables of an internal combustion engi,"An apparatus for ascertaining open- and closed-loop control variables of an internal combustion engine, in particular a Diesel engine, on the basis of individual operating characteristics. The individual open- and closed-loop control variables are each ascertained in an individually computer-controlled manner immediately prior to their being needed. This manner of determining the individual values is particularly amenable to realization in large Diesel engines which operate relatively slowly, but it is applicable in principle to all types of internal combustion engines. The proposed apparatus includes an rpm regulator having a subsequent minimum-value selection circuit and calculation circuits for the onset and the duration of injection. Cylinder selection circuits for controlling the rotary direction are also provided. They determine both the particular metering valve being used and the corresponding starting-air valves for controlling the starting process. 
     For the sake of providing precise fuel metering, the opening duration of the metering valves is made dependent on the fuel pressure prevailing at a particular time. What is of the essence in the apparatus is that the fuel requirement at a particular time is determined immediately prior to the metering thereof, and thus the time required for reacting to changed circumstances is reduced to a minimum.",H02S,"An apparatus for ascertaining open- and closed-loop control variables of an internal combustion engi. An apparatus for ascertaining open- and closed-loop control variables of an internal combustion engine, in particular a Diesel engine, on the basis of individual operating characteristics. The individual open- and closed-loop control variables are each ascertained in an individually computer-controlled manner immediately prior to their being needed. This manner of determining the individual values is particularly amenable to realization in large Diesel engines which operate relatively slowly, but it is applicable in principle to all types of internal combustion engines. The proposed apparatus includes an rpm regulator having a subsequent minimum-value selection circuit and calculation circuits for the onset and the duration of injection. Cylinder selection circuits for controlling the rotary direction are also provided. They determine both the particular metering valve being used and the corresponding starting-air valves for controlling the starting process. 
     For the sake of providing precise fuel metering, the opening duration of the metering valves is made dependent on the fuel pressure prevailing at a particular time. What is of the essence in the apparatus is that the fuel requirement at a particular time is determined immediately prior to the metering thereof, and thus the time required for reacting to changed circumstances is reduced to a minimum."
FH0200455,A plurality of lighting pendants and a distributor are arranged in a cluster and hung vertically,"A plurality of lighting pendants and a distributor are arranged in a cluster and hung vertically. The distributor includes a plurality of sockets, one socket being connected to a hanger for receiving power and the remaining sockets being connected to the pendants to support the pendants and to provide power thereto. The pendants include parallel rods terminating in rod ends that slide into the respective sockets and then are attached to the distributor using set screws.",H02S,"A plurality of lighting pendants and a distributor are arranged in a cluster and hung vertically. A plurality of lighting pendants and a distributor are arranged in a cluster and hung vertically. The distributor includes a plurality of sockets, one socket being connected to a hanger for receiving power and the remaining sockets being connected to the pendants to support the pendants and to provide power thereto. The pendants include parallel rods terminating in rod ends that slide into the respective sockets and then are attached to the distributor using set screws."
FH0200456,Method and apparatus for distilling nitrogen from a gaseous mixture containing nitrogen and oxygen,"Method and apparatus for distilling nitrogen from a gaseous mixture containing nitrogen and oxygen. Oxygen-enriched bottoms liquid is partially vaporized within a first heat exchanger to condense part of the column overhead to produce reflux. Thereafter, the partially vaporized oxygen-enriched liquid is phase separated. A second oxygen-enriched liquid stream composed of at least part of the liquid phase is used to substantially condense all or part of the vapor stream derived from said phase separation, thereby to form a nitrogen-rich liquid stream. At least part of the nitrogen-rich liquid stream is reintroduced into the column to increase nitrogen recovery. The second oxygen-enriched liquid stream is then used to condense a second part of the reflux for the column.",H02S,"Method and apparatus for distilling nitrogen from a gaseous mixture containing nitrogen and oxygen. Method and apparatus for distilling nitrogen from a gaseous mixture containing nitrogen and oxygen. Oxygen-enriched bottoms liquid is partially vaporized within a first heat exchanger to condense part of the column overhead to produce reflux. Thereafter, the partially vaporized oxygen-enriched liquid is phase separated. A second oxygen-enriched liquid stream composed of at least part of the liquid phase is used to substantially condense all or part of the vapor stream derived from said phase separation, thereby to form a nitrogen-rich liquid stream. At least part of the nitrogen-rich liquid stream is reintroduced into the column to increase nitrogen recovery. The second oxygen-enriched liquid stream is then used to condense a second part of the reflux for the column."
FH0200457,An improved brake shoe assembly is provided wherein friction material is cast directly onto a brake,"An improved brake shoe assembly is provided wherein friction material is cast directly onto a brake liner plate. The brake liner includes a plurality of perforations which form protruding tabs. Interengagement between the cast friction material and the perforated areas and tabs provides excellent interlocking strength between these components. The number, size, orientation and configuration of these tabs may be selected with regard to the specific operating characteristics to which the brake shoe assembly is to be employed.",H02S,"An improved brake shoe assembly is provided wherein friction material is cast directly onto a brake. An improved brake shoe assembly is provided wherein friction material is cast directly onto a brake liner plate. The brake liner includes a plurality of perforations which form protruding tabs. Interengagement between the cast friction material and the perforated areas and tabs provides excellent interlocking strength between these components. The number, size, orientation and configuration of these tabs may be selected with regard to the specific operating characteristics to which the brake shoe assembly is to be employed."
FH0200458,A mobile TV receiver is provided in which the viewing screen can move left and right or up and down,"A mobile TV receiver is provided in which the viewing screen can move left and right or up and down and be tipped or tilted by remote control as the viewer chooses. The TV receiver is divided into a head portion including a CRT-tube and a lower body portion accommodating driving elements and supporting the head portion. The head portion is adjustably connected to the upper part of the supporting body portion so that only the head can lean over, tilt up and down, and move upward and downward by operation of the driving elements under the viewer&#39;s control. The viewer can thus remote-control the TV set back and forth, and adjust it exactly as desired to make the TV screen comfortably visible.",H02S,"A mobile TV receiver is provided in which the viewing screen can move left and right or up and down. A mobile TV receiver is provided in which the viewing screen can move left and right or up and down and be tipped or tilted by remote control as the viewer chooses. The TV receiver is divided into a head portion including a CRT-tube and a lower body portion accommodating driving elements and supporting the head portion. The head portion is adjustably connected to the upper part of the supporting body portion so that only the head can lean over, tilt up and down, and move upward and downward by operation of the driving elements under the viewer&#39;s control. The viewer can thus remote-control the TV set back and forth, and adjust it exactly as desired to make the TV screen comfortably visible."
FH0200459,"A centrifugal pump with a housing having one or more impellers having an axial or semiaxial, open or","A centrifugal pump with a housing having one or more impellers having an axial or semiaxial, open or closed design disposed therein and an intake channel mounted upstream of the first impeller. A plurality of grooves that are distributed around the circumference and extend in the direction of flow are arranged within the wall area of the intake channel. In the housing wall of the intake channel there is a closed annular wall area constructed between a point of entry of the first impeller and the proximate ends of the grooves, whereby the grooves are operatively connected exclusively with the space in the intake channel.",H02S,"A centrifugal pump with a housing having one or more impellers having an axial or semiaxial, open or. A centrifugal pump with a housing having one or more impellers having an axial or semiaxial, open or closed design disposed therein and an intake channel mounted upstream of the first impeller. A plurality of grooves that are distributed around the circumference and extend in the direction of flow are arranged within the wall area of the intake channel. In the housing wall of the intake channel there is a closed annular wall area constructed between a point of entry of the first impeller and the proximate ends of the grooves, whereby the grooves are operatively connected exclusively with the space in the intake channel."
FH0200460,"A piston pump for a high-pressure cleaning appliance is provided, including a plurality of pump cham","A piston pump for a high-pressure cleaning appliance is provided, including a plurality of pump chambers, into each of which one piston which is movable back and forth plunges, and which are each in flow connection via a suction valve with a suction inlet and via a pressure valve with a pressure outlet, the suction valve including a suction valve closing member which is sealingly positionable on a suction valve seat, and the pressure valve including a pressure valve closing member which is sealingly positionable on a pressure valve seat, the pressure valve seat and the suction valve seat being at different radial distances from a longitudinal pump axis. To increase piston pump mechanical stability without increasing material thickness, the pressure valve seat can be arranged, in relation to the longitudinal pump axis, offset from the suction valve seat in the circumferential direction of the piston pump.",H02S,"A piston pump for a high-pressure cleaning appliance is provided, including a plurality of pump cham. A piston pump for a high-pressure cleaning appliance is provided, including a plurality of pump chambers, into each of which one piston which is movable back and forth plunges, and which are each in flow connection via a suction valve with a suction inlet and via a pressure valve with a pressure outlet, the suction valve including a suction valve closing member which is sealingly positionable on a suction valve seat, and the pressure valve including a pressure valve closing member which is sealingly positionable on a pressure valve seat, the pressure valve seat and the suction valve seat being at different radial distances from a longitudinal pump axis. To increase piston pump mechanical stability without increasing material thickness, the pressure valve seat can be arranged, in relation to the longitudinal pump axis, offset from the suction valve seat in the circumferential direction of the piston pump."
FH0200461,A hidden ceiling fan includes a motor as a power source which has a top end fastened to a ceiling an,A hidden ceiling fan includes a motor as a power source which has a top end fastened to a ceiling and a spindle connecting to a plurality of vanes. The bottom of the motor has a cover plate. There is a shield plate beneath the vanes to couple with at least one luminous element on the bottom side thereof. The invention provides a shielding function and can agitate air thoroughly to rapidly lower temperature and keep temperature evenly.,H02S,A hidden ceiling fan includes a motor as a power source which has a top end fastened to a ceiling an. A hidden ceiling fan includes a motor as a power source which has a top end fastened to a ceiling and a spindle connecting to a plurality of vanes. The bottom of the motor has a cover plate. There is a shield plate beneath the vanes to couple with at least one luminous element on the bottom side thereof. The invention provides a shielding function and can agitate air thoroughly to rapidly lower temperature and keep temperature evenly.
FH0200462,An improved ignition device wherein a spark plug is provided with a torch chamber surrounding the sp,An improved ignition device wherein a spark plug is provided with a torch chamber surrounding the spark gap. A first mixture of fuel-rich fuel and air is supplied to the torch chamber where it is ignited by a spark and propelled as a jet of burning fuel into the combustion zone of a cylinder of an internal combustion engine. The burning fuel from the torch chamber provides suitable ignition of a relatively lean second mixture of fuel and air in the combustion chamber which mixture is leaner than would otherwise be suitably ignited with a spark from a conventional spark plug. A porous plug in the fuel line acts as a one-way valve by allowing liquid fuel to pass by capillary and/or seepage action while resisting backflow caused by periodic high pressures within the combustion chamber. A cooling and heat-shielding system protects the fuel supply system against excessive heat absorption which would tend to prematurely vaporize the fuel and interfere with the valving apparatus.,H02S,An improved ignition device wherein a spark plug is provided with a torch chamber surrounding the sp. An improved ignition device wherein a spark plug is provided with a torch chamber surrounding the spark gap. A first mixture of fuel-rich fuel and air is supplied to the torch chamber where it is ignited by a spark and propelled as a jet of burning fuel into the combustion zone of a cylinder of an internal combustion engine. The burning fuel from the torch chamber provides suitable ignition of a relatively lean second mixture of fuel and air in the combustion chamber which mixture is leaner than would otherwise be suitably ignited with a spark from a conventional spark plug. A porous plug in the fuel line acts as a one-way valve by allowing liquid fuel to pass by capillary and/or seepage action while resisting backflow caused by periodic high pressures within the combustion chamber. A cooling and heat-shielding system protects the fuel supply system against excessive heat absorption which would tend to prematurely vaporize the fuel and interfere with the valving apparatus.
